url,source,crawl_date,company_name,company_position,company_size,job_detail_name,job_detail_full_time,job_detail_remote,job_detail_hybrid,job_detail_job_requirements_line,job_detail_year_of_exp,job_detail_job_level
https://topdev.vn/viec-lam/ios-developer-cong-ty-co-phan-cong-nghe-homegy-2032749,TopDev,2024-04-18 11:12:22,CÔNG TY CỔ PHẦN CÔNG NGHỆ HOMEGY,"Tòa nhà An Phú, đường Lê Trọng Tấn, Phường Dương Nội, Quận Hà Đông, Thành phố Hà Nội",25-99,iOS Developer,False,False,False,"['Bachelor’s Degree in Computer Science, Computer Engineering or any other IT- related fields', 'Minimum 3 year-experience in iOS project development (Swift/ Objectives C) and Cocoa Touch', 'Working experience in Agile, Scrum development process', 'Ability to work independently and as part of a team', 'Proficient in using source code management tools such as Git.', 'Nice to have:', 'Be able to develop on both Android and iOS platforms', 'Used to work at IOT Field', 'Note: Candidates can send CV in Vietnamese or English']",['Minimum 3 year-experience in iOS project development (Swift/ Objectives C) and Cocoa Touch'],[]
https://topdev.vn/viec-lam/lg-track-program-for-senior-year-it-students-lg-electronics-r-d-vietnam-2032976,TopDev,2024-04-18 11:12:26,LG Electronics R&D Vietnam,"Tầng 32 & 34, tòa nhà Keangnam Landmark 72, Phạm Hùng, Phường Mễ Trì, Quận Nam Từ Liêm, Thành phố Hà Nội",Hơn 1000,LG Track Program for senior-year IT Students,True,False,False,[],[],['senior']
https://topdev.vn/viec-lam/it-giam-doc-phat-trien-ung-dung-ngan-hang-a-chau-acb-2032709,TopDev,2024-04-18 11:12:04,NGÂN HÀNG Á CHÂU (ACB),"444 Cách Mạng Tháng Tám, Phường 11, Quận 3, Thành phố Hồ Chí Minh",Hơn 1000,IT - Giám Đốc Phát Triển Ứng Dụng,False,False,False,"['Bachelor Degree in Computer Science, Software Engineering, or a related technical field.', 'at least 1 years of experience in the role of Software Architect/Technical Leader.', 'Expert in Java Technologies (Spring Boot, Hibernate, Spring Data, Spring Security...), .Net (Core, non-core)', 'Excellent in Microservices Architecture for applications.', 'Good knowledge of OOP, design patterns, multithreading/concurrency programming, data structure, and algorithms.', 'Good foundation of SQL and NoSQL databases, such as Oracle, PostgreSQL, Couchbase, MongoDB.', 'Experience in distributed storage & messaging systems (RabbitMQ, ActiveMQ, Kafka…), microservices, ELK, and mobile development.', 'Experience with event-driven applications using queues, service buses, and other related patterns.', 'Knowledge of Keycloak/Redhat SSO is a big plus.', 'Experience AWS/Azure... preferred.', 'Experience with containerized applications using Docker, Kubernetes, or another similar tooling.\u202f ', 'Experience defining and driving\u202fSecDevOps\u202fbest practices within large teams.', 'Experience establishing legacy modernization and migration roadmaps for large-scale applications.\u202f ', 'Understanding of CI/CD software development environments.', 'Experience in Agile development teams', 'Interested in dealing with technical challenges and keen on exploring new things.', 'Good problem-solving skills and teamwork spirit.', 'Strong communication skills to effectively collaborate with other developers and stakeholders.']",['at least 1 years of experience in the role of Software Architect/Technical Leader.'],[]
https://topdev.vn/viec-lam/it-security-risk-fpt-software-innovation-2033010,TopDev,2024-04-18 11:12:29,FPT Software Innovation,"Tòa nhà Fcomplex, Phường Hoà Hải, Quận Ngũ Hành Sơn, Thành phố Đà Nẵng",5.000-9.999,IT Security Risk,False,False,False,"['At least 2 years of experience in IT Risk & Compliance or equivalent positions; ', 'Experience on IT security projects, risk assessments and audits; ', 'Good knowledge of risk areas including regulatory, operational, information, technology risk and industry-specific regulations; ', 'Understanding potential risks, legal and compliance implications; ', 'Good understanding of common standards such as ISO 27001 (Information Security Management System); PCI DSS ', 'Good knowledge of application and infrastructure security control mechanisms; ', 'Fluency in English ', 'Good communication']",['At least 2 years of experience in IT Risk & Compliance or equivalent positions; '],[]
https://topdev.vn/viec-lam/sr-product-designer-ux-vus-anh-van-hoi-viet-my-2032982,TopDev,2024-04-18 11:13:11,VUS - Anh Văn Hội Việt Mỹ,"189 Nguyễn Thị Minh Khai, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh",Hơn 1000,Sr. Product Designer (UX),False,False,False,"['At least 05 years of experience in UX Design for mobile apps (preferred) with proven track record in shipping appealing and user-friendly digital products to end users.', 'Portfolios of your own design and project deliverables are MUST-HAVE.', 'Solid knowledge of UX, design principles and methodologies to deeply learn and validate user behaviors through effective and practical tests and experiments. ', 'Strong ability to produce UX development plans including persona development, customer journeys, design guidelines, wireframing, concept and product usability testing, etc.', 'Proficiency in a dozen digital design tools (e.g: Figma, Sketch, Adobe Suite, Axure, or related prototyping softwares) and delivering pixel perfect designs.', 'Effectively articulate design ideas and reasoning with customer-focused data insights. ', 'Degree in Creative Arts and Design; Graphic and Digital Design, or other related fields. ', 'Having experience or being familiar with digital products/apps in education or edutainment before is a big PLUS. ', 'On your personality ', 'You also regard user centricity as a north-star metric like we do! ', 'You are detail-oriented, well-organized, and able to plan ahead and complete tasks timely.', 'You are a strong visual communicator and excellent at both receiving and delivering feedback.']",['At least 05 years of experience in UX Design for mobile apps (preferred) with proven track record in shipping appealing and user-friendly digital products to end users.'],[]
https://topdev.vn/viec-lam/system-netwok-engineer-vietsunshine-2032985,TopDev,2024-04-18 11:12:34,VietSunshine,"Văn phòng đại diện: Phòng 3, tầng 5, tòa nhà Sông Hồng, 165 Thái Hà, Phường Láng Hạ, Quận Đống Đa, Thành phố Hà Nội",25-99,System/Netwok Engineer,False,False,False,"['Sinh viên năm cuối (đã học xong) sắp ra trường hoặc mới tốt nghiệp đại học (chuyên ngành Công nghệ thông tin, Điện tử viễn thông, An toàn thông tin hoặc các ngành liên quan).', 'Có khả năng đọc hiểu tài liệu CNTT, tự học hỏi về công nghệ, nhiệt huyết, ham học và chăm chỉ. ', 'Có kiến thức và nền tảng cơ bản về CNTT và Network. ', 'Có khả năng làm việc nhóm hoặc độc lập.', 'Nhanh nhẹn, nhiệt tình, tự tin và có khả năng giao tiếp cơ bản với khách hàng.', 'Sử dụng tin học văn phòng thành thạo như: word, visio, powerpoint, để phục vụ công việc hàng ngày.', 'ƯU TIÊN:', 'Sinh viên mới ra trường, ham học hỏi ', 'Có kiến thức cơ bản về Network (Routing, Firewall, Router, Switching, Security, …)', 'Có các chứng chỉ chuyên ngành của Microsoft, Cisco, Fortinet, Vmware … là một lợi thế.']",[],[]
https://topdev.vn/viec-lam/manual-qc-engineer-floware-2033033,TopDev,2024-04-18 11:12:37,Floware,"43 Hồ Văn Huê, Phường 09, Quận Phú Nhuận, Thành phố Hồ Chí Minh",25-99,Manual QC Engineer,False,False,False,"[' Skills and Experience ', 'At least 2 years in testing web and mobile application', 'Good knowledge on Software Testing process, testing activities, testing types', 'Experience with performance testing.', 'Experience in analyst requirements, developing, performing test cases', 'Carefulness and logic thinking', 'Good English communication skills']",['At least 2 years in testing web and mobile application'],[]
https://topdev.vn/viec-lam/senior-fullstack-r-d-developer-floware-2033034,TopDev,2024-04-18 11:12:43,Floware,"43 Hồ Văn Huê, Phường 09, Quận Phú Nhuận, Thành phố Hồ Chí Minh",25-99,Senior Fullstack R&D Developer,False,False,False,"['5+ years of excellent & recent working experience working with technologies like PHP, JavaScript/Typescript, NodeJS, Angular (or React, Vue, etc.), Objective-C/Swift, Python, Golang, etc.', '5+ years of excellent work experience designing, building, scaling, managing high-performing APIs.', '5+ years of excellent work experience with both relational and non-relational database systems.', 'You enjoy exploring & working with new technologies & better ways of doing things.', 'You are comfortable working in a lean startup environment with an aggressive delivery timeline and challenging problems.', 'You are a team player who works well across team boundaries to get things done, is willing to wear multiple hats when needed, and does what is best for the product.', 'You are very experienced in optimizing code, architecture, and other technical', 'HUGE PLUS IF YOU ARE/HAVE', 'Expert experience and understanding of data systems.', 'Expert experience with popular open source frameworks.', 'Strong hands-on experience enabling multi-threading, caching techniques, multi-platform synchronization, and microservices.', 'Excellent experience and understanding of architectural patterns for a large, high-scale data platform (e.g., well-designed APIs, high volume data pipelines, efficient algorithms).', 'Excellent hands-on experience with PaaS, IaaS, CaaS.']","['5+ years of excellent & recent working experience working with technologies like PHP, JavaScript/Typescript, NodeJS, Angular (or React, Vue, etc.), Objective-C/Swift, Python, Golang, etc.', '5+ years of excellent work experience designing, building, scaling, managing high-performing APIs.', '5+ years of excellent work experience with both relational and non-relational database systems.']",['senior']
https://topdev.vn/viec-lam/mes-developer-cong-ty-tnhh-samsung-sds-viet-nam-2033035,TopDev,2024-04-18 11:12:46,CÔNG TY TNHH SAMSUNG SDS VIỆT NAM,"SEV (khu công nghiệp Yên Phong, Bắc Ninh), Xã Đông Tiến, Huyện Yên Phong, Tỉnh Bắc Ninh",Hơn 1000,MES Developer,False,False,False,"['- University degree in IT-related fields', '- Minimum 3 year of experienced IT MES Developer in factory company about MES solution', '- Programming technology (Java or C#, .Net, JavaScript, Spring boot, Android, Html/Css...) ', '- Development Framework Capability (Spring/MVC) ', '- DB utilization technology (Oracle, MS-SQL, PostgreSQL, etc.)', '- Javascript MV* Framework utilization technology (React.js, Vue.js, Open Source - Advanced Solution Development Experience) ', '- Smart Factory / MES construction and operation experience', '- Overall responsibilities will include application monitoring, sustenance support, preventive maintenance, application development, testing, commissioning, documentation', '- Ability to use English at work.', '- Relevant certifications in Core Java, SQL, or database administration is a plus.']",['- Minimum 3 year of experienced IT MES Developer in factory company about MES solution'],[]
https://topdev.vn/viec-lam/sr-physical-design-engineer-ts030101-phdesign-talent-success-2033036,TopDev,2024-04-18 11:12:49,Talent Success,"Hồ Chí Minh, Thành phố Hồ Chí Minh",25-99,Sr. Physical Design Engineer _TS030101-PhDesign,False,False,False,"['From 3 years work experience', 'Major EE/CS', 'Familiar with Cadence Innovus or Synopsys ICC2/Fusion Complier', 'English communication (prefer candidate with TOEIC 730-855 or relevant)', 'Experience in 65/40/28nm IC design experiences is a plus', 'BENEFITS:', 'Competitive annual salary package: performance bonus, 13-month salary, salary annual increase', 'Insurance full salary', 'PVI Premium Health care package applied for employee since Probation', 'PVI Premium Health care package applied for Family members after Probation', 'Free motorbike parking', 'Monthly meal & transportation allowances', 'Annual health check', 'Company trip, voucher/gifts on Birthday & Special occasions.', 'Dynamic enviroment with talented people']",['From 3 years work experience'],[]
https://topdev.vn/viec-lam/sr-qa-qc-automation-engineer-vus-anh-van-hoi-viet-my-2032977,TopDev,2024-04-18 11:12:53,VUS - Anh Văn Hội Việt Mỹ,"189 Nguyễn Thị Minh Khai, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh",Hơn 1000,Sr. QA/QC Automation Engineer,False,False,False,"['A minimum of 3 years of professional experience in testing and developing automated tests for web and mobile applications, as well as APIs.', 'A proactive and optimistic mindset, coupled with a strong can-do attitude.', 'Adept at facing challenges, confidently navigating risks and managing conflicts effectively.', 'Proficiency in at least one programming language (Python/Golang/Nodejs/Java) and eagerness to expand this knowledge.', 'Experience with API Automation, Behavior-Driven Development (BDD), and Cloud technologies.', 'Experience with version control systems, such as Git or SVN.', 'Exceptional debugging skills and a comprehensive understanding of the Software Development Life Cycle.', 'Experience with some tool stress test and load test such as Jmeter or K6 or Locust', 'A blend of testing expertise and automation coding skills, with a keen eye for detail and commitment to quality.', 'PERSONALITY', 'You have strong interpersonal and problem-solving skills', 'You are an optimistic, open-minded and great team player. ', 'Possess excellent attention to detail and accuracy in identifying and documenting quality issues.', 'Possess logical and analytical thinking to quickly and rationally identify', 'You are highly adaptable, inspirational and possess an entrepreneurial spirit.']","['A minimum of 3 years of professional experience in testing and developing automated tests for web and mobile applications, as well as APIs.']",[]
https://topdev.vn/viec-lam/fe-developer-junior-middle-bananalink-2032978,TopDev,2024-04-18 11:12:57,Bananalink,"Melody 2 Tower, N1 Đ. Điện Biên Phủ, Phường 25, Quận Bình Thạnh, Thành phố Hồ Chí Minh",10-24,FE Developer (Junior/Middle),False,False,False,"['Kinh nghiệm từ 2 năm trở lên', 'Reactjs, VueJS, Graphql, React query', 'Có kinh nghiệm: redux, nuxtjs', 'Có kinh nghiệm CMS: Wordpress, joomla']",[],['junior']
https://topdev.vn/viec-lam/front-end-engineer-angular-html5-ui-ux-hoiio-2032980,TopDev,2024-04-18 11:13:00,HOIIO,"6F, 100 Trần Hưng Đạo, Phường An Hải Tây, Quận Sơn Trà, Thành phố Đà Nẵng",100-499,"Front - End Engineer (Angular, HTML5, UI-UX)",False,False,False,"['Hard Skills:', '1-year experience in front-end development is preferred.', 'Experience with Angular 2+ is great.', 'Good understanding of web markup, including HTML5, CSS3 and jQuery', 'Good knowledge of at least 1 CSS preprocessor, we are using both SASS and LESS.', 'Proficient understanding of cross-browser compatibility and responsive designs', 'Know how to use Git version control', 'Soft Skill:', 'Love UI development', 'Willing to learn', 'Be addicted to details', 'English communication is required']",['1-year experience in front-end development is preferred.'],[]
https://topdev.vn/viec-lam/senior-backend-developer-nodejs-floware-2033032,TopDev,2024-04-18 11:13:05,Floware,"43 Hồ Văn Huê, Phường 09, Quận Phú Nhuận, Thành phố Hồ Chí Minh",25-99,Senior Backend Developer (NodeJS),False,False,False,"['3+ years of experience designing, developing, and managing RESTful APIs', '3+ years of experience developing in any of following core language: NodeJS', 'Demonstrated design and programming skills using NodeJS, JSON, Web Services, XML, XSLT, etc.', 'Excellent experience in designing and implementing database systems with integrity, scalability, performance, reliability, security in mind', 'HUGE PLUS IF YOU ARE/HAVE', 'Excellent fullstack developer', 'Excellent understanding of backend development best practices and standards', 'Impeccable leadership skills and able to drive solutions', 'Excellent understanding of CI/CD', 'Excellent experience designing and developing backend micro services']","['3+ years of experience designing, developing, and managing RESTful APIs', '3+ years of experience developing in any of following core language: NodeJS']",['senior']
https://topdev.vn/viec-lam/frontend-developer-angularjs-cong-ty-co-phan-solazu-2033037,TopDev,2024-04-18 11:13:08,Công ty Cổ Phần SOLAZU,"137 Lê Quang Định, Phường 14, Quận Bình Thạnh, Thành phố Hồ Chí Minh",100-499,Frontend Developer (AngularJS),False,False,False,"['At least 3 years experience in developing web applications with Angular/AngularJS.', 'Familiarity with relevant UI libraries.', 'Strong knowledge of Angular services for state management.', 'Experience in writing unit tests with Jasmine/Karma.', 'Demonstrated ability to integrate third-party services and APIs.', 'Familiarity with WebSocket for real-time communication.', 'Expertise in responsive web design and styling.', 'In-depth understanding of Angular components.', 'Strong problem-solving skills and ability to collaborate effectively.', 'Can communicate effectively in English.']",['At least 3 years experience in developing web applications with Angular/AngularJS.'],[]
https://topdev.vn/viec-lam/hcm-frontend-developer-reactjs-nextjs-ts032901fe-talent-success-2032981,TopDev,2024-04-18 11:12:40,Talent Success,"Hồ Chí Minh, Thành phố Hồ Chí Minh",25-99,HCM_Frontend Developer (ReactJS/NextJS)_TS032901FE,False,False,False,"['From 2 to 4 years of experience in related works.', 'Experience and knowledge in ReactJs, NextJS, TypeScript, styled-components ', 'Familiarity with ES6+, CSS.', 'Strong problem-solving and analytical skills.', ""Bachelor's Degree in Computer Science/Information Technology or relevant fields."", ' Able to communicate in English, written and spoken.']",['From 2 to 4 years of experience in related works.'],[]
